"1","1475315718","2016-09-30","23:55:18","80",""
"2","1475315423","2016-09-30","23:50:23","79",""
"3","1475315124","2016-09-30","23:45:24","79",""
"4","1475314821","2016-09-30","23:40:21","79",""
"5","1475314522","2016-09-30","23:35:22","79",""
"6","1475314227","2016-09-30","23:30:27","79",""
"7","1475313921","2016-09-30","23:25:21","80",""
"8","1475313621","2016-09-30","23:20:21","84",""
"9","1475313321","2016-09-30","23:15:21","86",""
"10","1475313024","2016-09-30","23:10:24","88",""
"11","1475312722","2016-09-30","23:05:22","88",""
"12","1475312426","2016-09-30","23:00:26","89",""
"13","1475312123","2016-09-30","22:55:23","91",""
"14","1475311823","2016-09-30","22:50:23","96",""
"15","1475311522","2016-09-30","22:45:22","99",""
"16","1475311225","2016-09-30","22:40:25","99",""
"17","1475310922","2016-09-30","22:35:22","99",""
"18","1475310623","2016-09-30","22:30:23","100",""
"19","1475310319","2016-09-30","22:25:19","100",""
"20","1475310019","2016-09-30","22:20:19","100",""
"21","1475309719","2016-09-30","22:15:19","100",""
"22","1475309423","2016-09-30","22:10:23","100",""
"23","1475309124","2016-09-30","22:05:24","100",""
"24","1475308820","2016-09-30","22:00:20","100",""
"25","1475308522","2016-09-30","21:55:22","100",""
"26","1475308221","2016-09-30","21:50:21","100",""
"27","1475307921","2016-09-30","21:45:21","100",""
"28","1475307625","2016-09-30","21:40:25","99",""
"29","1475307320","2016-09-30","21:35:20","99",""
"30","1475307023","2016-09-30","21:30:23","99",""
"31","1475306719","2016-09-30","21:25:19","99",""
"32","1475306420","2016-09-30","21:20:20","99",""
"33","1475306120","2016-09-30","21:15:20","99",""
"34","1475305819","2016-09-30","21:10:19","99",""
"35","1475305520","2016-09-30","21:05:20","100",""
"36","1475305221","2016-09-30","21:00:21","100",""
"37","1475304921","2016-09-30","20:55:21","100",""
"38","1475304629","2016-09-30","20:50:29","100",""
"39","1475304323","2016-09-30","20:45:23","100",""
"40","1475304024","2016-09-30","20:40:24","100",""
"41","1475303723","2016-09-30","20:35:23","100",""
"42","1475303121","2016-09-30","20:25:21","100",""
"43","1475302821","2016-09-30","20:20:21","100",""
"44","1475302526","2016-09-30","20:15:26","99",""
"45","1475302223","2016-09-30","20:10:23","99",""
"46","1475301923","2016-09-30","20:05:23","99",""
"47","1475301629","2016-09-30","20:00:29","99",""
"48","1475301328","2016-09-30","19:55:28","99",""
"49","1475301020","2016-09-30","19:50:20","98",""
"50","1475300719","2016-09-30","19:45:19","98",""
"51","1475300422","2016-09-30","19:40:22","97",""
"52","1475300122","2016-09-30","19:35:22","96",""
"53","1475299823","2016-09-30","19:30:23","96",""
"54","1475299524","2016-09-30","19:25:24","95",""
"55","1475299224","2016-09-30","19:20:24","95",""
"56","1475298921","2016-09-30","19:15:21","94",""
"57","1475298321","2016-09-30","19:05:21","93",""
"58","1475298019","2016-09-30","19:00:19","92",""
"59","1475297720","2016-09-30","18:55:20","91",""
"60","1475297421","2016-09-30","18:50:21","89",""
"61","1475297124","2016-09-30","18:45:24","87",""
"62","1475296821","2016-09-30","18:40:21","87",""
"63","1475296521","2016-09-30","18:35:21","87",""
"64","1475296221","2016-09-30","18:30:21","86",""
"65","1475295920","2016-09-30","18:25:20","88",""
"66","1475295623","2016-09-30","18:20:23","90",""
"67","1475295319","2016-09-30","18:15:19","89",""
"68","1475295020","2016-09-30","18:10:20","89",""
"69","1475294720","2016-09-30","18:05:20","88",""
"70","1475294430","2016-09-30","18:00:30","89",""
"71","1475294121","2016-09-30","17:55:21","85",""
"72","1475293821","2016-09-30","17:50:21","84",""
"73","1475293525","2016-09-30","17:45:25","81",""
"74","1475293224","2016-09-30","17:40:24","81",""
"75","1475292920","2016-09-30","17:35:20","82",""
"76","1475292625","2016-09-30","17:30:25","81",""
"77","1475292321","2016-09-30","17:25:21","78",""
"78","1475292019","2016-09-30","17:20:19","78",""
"79","1475291721","2016-09-30","17:15:21","81",""
"80","1475291420","2016-09-30","17:10:20","82",""
"81","1475291121","2016-09-30","17:05:21","80",""
"82","1475290821","2016-09-30","17:00:21","77",""
"83","1475290520","2016-09-30","16:55:20","77",""
"84","1475290222","2016-09-30","16:50:22","77",""
"85","1475289918","2016-09-30","16:45:18","77",""
"86","1475289623","2016-09-30","16:40:23","75",""
"87","1475289322","2016-09-30","16:35:22","74",""
"88","1475289019","2016-09-30","16:30:19","74",""
"89","1475288719","2016-09-30","16:25:19","72",""
"90","1475288422","2016-09-30","16:20:22","66",""
"91","1475288121","2016-09-30","16:15:21","67",""
"92","1475287821","2016-09-30","16:10:21","71",""
"93","1475287521","2016-09-30","16:05:21","67",""
"94","1475287223","2016-09-30","16:00:23","66",""
"95","1475286926","2016-09-30","15:55:26","69",""
"96","1475286622","2016-09-30","15:50:22","68",""
"97","1475286325","2016-09-30","15:45:25","70",""
"98","1475286024","2016-09-30","15:40:24","74",""
"99","1475285726","2016-09-30","15:35:26","70",""
"100","1475285432","2016-09-30","15:30:32","71",""
"101","1475285122","2016-09-30","15:25:22","72",""
"102","1475284821","2016-09-30","15:20:21","73",""
"103","1475284522","2016-09-30","15:15:22","68",""
"104","1475284219","2016-09-30","15:10:19","66",""
"105","1475283925","2016-09-30","15:05:25","71",""
"106","1475283621","2016-09-30","15:00:21","62",""
"107","1475283323","2016-09-30","14:55:23","63",""
"108","1475283020","2016-09-30","14:50:20","63",""
"109","1475282719","2016-09-30","14:45:19","63",""
"110","1475282422","2016-09-30","14:40:22","63",""
"111","1475282119","2016-09-30","14:35:19","63",""
"112","1475281519","2016-09-30","14:25:19","55",""
"113","1475281220","2016-09-30","14:20:20","59",""
"114","1475280922","2016-09-30","14:15:22","56",""
"115","1475280622","2016-09-30","14:10:22","51",""
"116","1475280320","2016-09-30","14:05:20","50",""
"117","1475280024","2016-09-30","14:00:24","47",""
"118","1475279721","2016-09-30","13:55:21","48",""
"119","1475279423","2016-09-30","13:50:23","48",""
"120","1475279124","2016-09-30","13:45:24","51",""
